"","lizard_id","geo.mean_Mit_density","geo.mean_ROS","arith.mean_Mit_density","arith.mean_ROS"
"45","3041",2.55643338263849,2.84057777194993,2.73846384798088,3.08649532742945
"46","3042",2.00322685126887,2.44912221093342,2.1252172664214,2.57972670451128
"47","3051",2.51083355499436,2.80529321338093,2.69992533866067,3.05016080199082
"48","3065",2.46191986694359,2.73359128777233,2.60009956162121,2.93859780771498
"49","3078",2.1968291407198,2.7339699922339,2.28227510193523,2.82270094298871
"50","3079",2.20530073474278,2.79050843784583,2.28726942183946,2.8609591938427
"51","3081",2.02465361127918,2.88754270315809,2.12862585935025,3.0448066857695
"52","3082",1.91586829825571,2.60290853735827,2.03187750392838,2.71210920412295
"53","3086",2.11805565425157,2.980294999911,2.23446926582026,3.15099682025419
"54","3090",2.31239363581269,2.74457621912057,2.3803975934351,2.81445157924687
"55","3093",2.2388254179504,2.73213947888468,2.30357699415714,2.79906502855351
"56","3095",2.1461523311301,3.07687728273597,2.22570883403125,3.19691493481516
"57","3098",2.26185730151644,2.68686048359612,2.32264445977921,2.74971244123748
"58","3099",2.02007258484337,2.70219331074851,2.16863363310805,2.84213254608426
"59","3100",2.04930356530351,2.38583762111274,2.24915599621221,2.62206722062656
"60","3102",2.17277003565851,2.85895899395097,2.31288824706871,3.00240246246435
"61","3103",2.24063824715867,2.42509586773282,2.54214550271946,2.72874465359101
"62","3109",2.01758278687818,2.76744981302273,2.14881666258046,3.04737982785648
"63","3154",2.5531115872943,2.95657094532696,2.66795821821084,3.12334469342959
"64","3155",2.22246370771581,2.78219358834851,2.31027269500527,2.86969341249798
"65","3157",2.17681518422071,2.57164685326163,2.27541620194055,2.67336087283728
"66","3158",2.31720426796995,2.75670155205151,2.37651365085646,2.81851189852826
"67","3159",2.42900727220268,2.8361017851316,2.60366297563932,2.97185478850451
"68","3176",2.03397944173949,2.7045806957794,2.17395994683115,2.84561734717275
"69","3178",2.19287593791769,2.79368890704156,2.28107780654495,2.86994328964242
"70","3179",2.08361082527755,3.00710868692718,2.17627743102609,3.13282559756085
"71","3188",2.30965388486744,2.72819607206079,2.38453374834017,2.79190431188874
"72","3191",2.19086257854828,2.61491654609317,2.2581462422627,2.68343653036057
"73","3193",2.14786830851494,2.76903931870756,2.28385028513446,2.90921387671072
"74","3195",1.86702490820191,2.54252504001692,2.04547396194886,2.975676323147
"75","3198",1.99925379459314,2.98609286442355,2.13759484742619,3.2010026455201
"76","3200",2.2106938800748,2.86227808597671,2.28895825999805,2.93170256068472
"77","3201",2.14667002276948,2.61501517807222,2.24779847520898,2.71639130713706
"78","3212",2.25934585924752,2.67339314291593,2.3425654143469,2.76183128623131
